Index	Date	Time	Readings (%RH)	Readings (�C)	Type
1526	11/10/2016	11:09:57 PM	59.0	26.4	
1527	11/11/2016	12:09:57 AM	60.3	25.8	
1528	11/11/2016	1:09:57 AM	61.9	25.2	
1529	11/11/2016	2:09:57 AM	63.2	25.0	
1530	11/11/2016	3:09:57 AM	65.4	24.3	
1531	11/11/2016	4:09:57 AM	65.4	24.5	
1532	11/11/2016	5:09:57 AM	65.9	24.5	
1533	11/11/2016	6:09:57 AM	67.2	24.2	
1534	11/11/2016	7:09:57 AM	70.5	22.7	
1535	11/11/2016	8:09:57 AM	66.2	23.3	
1536	11/11/2016	9:09:57 AM	64.6	23.7	
1537	11/11/2016	10:09:57 AM	59.6	25.9	
1538	11/11/2016	11:09:57 AM	54.7	26.3	
1539	11/11/2016	12:09:57 PM	52.2	26.9	
1540	11/11/2016	1:09:57 PM	49.3	28.2	
1541	11/11/2016	2:09:57 PM	48.2	28.6	
1542	11/11/2016	3:09:57 PM	47.9	28.2	
1543	11/11/2016	4:09:57 PM	50.2	27.2	
1544	11/11/2016	5:09:57 PM	53.1	26.9	
1545	11/11/2016	6:09:57 PM	54.6	26.2	
1546	11/11/2016	7:09:57 PM	56.1	25.7	
1547	11/11/2016	8:09:57 PM	60.3	25.2	
1548	11/11/2016	9:09:57 PM	62.5	25.3	
1549	11/11/2016	10:09:57 PM	65.0	24.7	
1550	11/11/2016	11:09:57 PM	67.5	23.9	
1551	11/12/2016	12:09:57 AM	66.9	23.9	
1552	11/12/2016	1:09:57 AM	67.4	23.8	
1553	11/12/2016	2:09:57 AM	73.3	22.9	
1554	11/12/2016	3:09:57 AM	74.0	22.7	
1555	11/12/2016	4:09:57 AM	72.3	23.1	
1556	11/12/2016	5:09:57 AM	75.4	22.5	
1557	11/12/2016	6:09:57 AM	77.3	21.5	
1558	11/12/2016	7:09:57 AM	78.8	21.9	
1559	11/12/2016	8:09:57 AM	79.3	22.1	
1560	11/12/2016	9:09:57 AM	75.5	23.1	
1561	11/12/2016	10:09:57 AM	71.6	24.6	
1562	11/12/2016	11:09:57 AM	66.0	26.1	
1563	11/12/2016	12:09:57 PM	61.4	27.5	
1564	11/12/2016	1:09:57 PM	57.7	28.5	
1565	11/12/2016	2:09:57 PM	54.3	30.2	
1566	11/12/2016	3:09:57 PM	47.4	31.6	
1567	11/12/2016	4:09:57 PM	42.0	32.8	
1568	11/12/2016	5:09:57 PM	35.6	34.0	
1569	11/12/2016	6:09:57 PM	36.1	33.2	
1570	11/12/2016	7:09:57 PM	44.2	31.6	
1571	11/12/2016	8:09:57 PM	43.3	30.8	
1572	11/12/2016	9:09:57 PM	48.4	29.9	
1573	11/12/2016	10:09:57 PM	47.7	29.2	
1574	11/12/2016	11:09:57 PM	48.1	28.9	
1575	11/13/2016	12:09:57 AM	55.0	26.6	
1576	11/13/2016	1:09:57 AM	68.5	24.7	
1577	11/13/2016	2:09:57 AM	68.4	24.9	
1578	11/13/2016	3:09:57 AM	69.3	24.4	
1579	11/13/2016	4:09:57 AM	69.0	24.6	
1580	11/13/2016	5:09:57 AM	69.2	24.3	
1581	11/13/2016	6:09:57 AM	71.5	24.2	
1582	11/13/2016	7:09:57 AM	69.8	25.0	
1583	11/13/2016	8:09:57 AM	66.0	25.8	
1584	11/13/2016	9:09:57 AM	65.8	26.2	
1585	11/13/2016	10:09:57 AM	67.1	26.6	
1586	11/13/2016	11:09:57 AM	64.3	26.4	
1587	11/13/2016	12:09:57 PM	59.8	27.2	
1588	11/13/2016	1:09:57 PM	56.0	27.5	
1589	11/13/2016	2:09:57 PM	55.7	27.9	
1590	11/13/2016	3:09:57 PM	53.6	29.1	
1591	11/13/2016	4:09:57 PM	54.1	28.9	
1592	11/13/2016	5:09:57 PM	52.5	28.6	
1593	11/13/2016	6:09:57 PM	53.9	28.4	
1594	11/13/2016	7:09:57 PM	55.5	28.1	
1595	11/13/2016	8:09:57 PM	57.1	27.6	
1596	11/13/2016	9:09:57 PM	59.2	26.6	
1597	11/13/2016	10:09:57 PM	62.3	25.7	
1598	11/13/2016	11:09:57 PM	66.0	24.7	
1599	11/14/2016	12:09:57 AM	68.3	24.2	
1600	11/14/2016	1:09:57 AM	69.5	23.8	
1601	11/14/2016	2:09:57 AM	69.6	23.8	
1602	11/14/2016	3:09:57 AM	73.4	22.7	
1603	11/14/2016	4:09:57 AM	71.8	23.1	
1604	11/14/2016	5:09:57 AM	72.2	23.0	
1605	11/14/2016	6:09:57 AM	72.7	22.9	
1606	11/14/2016	7:09:57 AM	73.5	22.7	
1607	11/14/2016	8:09:57 AM	74.0	22.8	
1608	11/14/2016	9:09:57 AM	73.6	22.6	
1609	11/14/2016	10:09:57 AM	75.0	22.1	
1610	11/14/2016	11:09:57 AM	73.1	21.7	
1611	11/14/2016	12:09:57 PM	72.8	21.9	
1612	11/14/2016	1:09:57 PM	70.3	22.4	
1613	11/14/2016	2:09:57 PM	69.4	22.4	
1614	11/14/2016	3:09:57 PM	69.8	22.1	
1615	11/14/2016	4:09:57 PM	69.8	21.9	
1616	11/14/2016	5:09:57 PM	70.5	21.8	
1617	11/14/2016	6:09:57 PM	71.7	21.4	
1618	11/14/2016	7:09:57 PM	73.3	20.9	
1619	11/14/2016	8:09:57 PM	76.0	20.5	
1620	11/14/2016	9:09:57 PM	76.3	20.5	
1621	11/14/2016	10:09:57 PM	80.2	19.8	
1622	11/14/2016	11:09:57 PM	80.4	19.6	
1623	11/15/2016	12:09:57 AM	82.2	19.2	
1624	11/15/2016	1:09:57 AM	80.8	19.2	
1625	11/15/2016	2:09:57 AM	80.0	19.3	
1626	11/15/2016	3:09:57 AM	82.5	19.1	
1627	11/15/2016	4:09:57 AM	82.3	19.2	
1628	11/15/2016	5:09:57 AM	82.0	19.1	
1629	11/15/2016	6:09:57 AM	82.9	19.1	
1630	11/15/2016	7:09:57 AM	83.3	19.0	
1631	11/15/2016	8:09:57 AM	83.4	19.3	
1632	11/15/2016	9:09:57 AM	84.1	19.3	
1633	11/15/2016	10:09:57 AM	83.1	19.4	
1634	11/15/2016	11:09:57 AM	84.5	19.9	
1635	11/15/2016	12:09:57 PM	82.7	20.3	
1636	11/15/2016	1:09:57 PM	80.9	20.5	
1637	11/15/2016	2:09:57 PM	79.9	20.7	
1638	11/15/2016	3:09:57 PM	81.3	20.7	
1639	11/15/2016	4:09:57 PM	81.7	20.5	
1640	11/15/2016	5:09:57 PM	81.4	20.4	
1641	11/15/2016	6:09:57 PM	81.3	20.6	
1642	11/15/2016	7:09:57 PM	82.5	20.3	
1643	11/15/2016	8:09:57 PM	83.7	20.3	
1644	11/15/2016	9:09:57 PM	83.6	20.1	
1645	11/15/2016	10:09:57 PM	84.1	19.8	
1646	11/15/2016	11:09:57 PM	83.7	19.9	
1647	11/16/2016	12:09:57 AM	83.1	20.1	
1648	11/16/2016	1:09:57 AM	83.2	20.1	
1649	11/16/2016	2:09:57 AM	83.5	20.0	
1650	11/16/2016	3:09:57 AM	83.5	20.1	
1651	11/16/2016	4:09:57 AM	83.5	20.1	
1652	11/16/2016	5:09:57 AM	83.5	20.1	
1653	11/16/2016	6:09:57 AM	84.8	19.8	
1654	11/16/2016	7:09:57 AM	84.5	20.1	
1655	11/16/2016	8:09:57 AM	83.9	20.1	
1656	11/16/2016	9:09:57 AM	83.3	20.5	
1657	11/16/2016	10:09:57 AM	82.3	21.3	
1658	11/16/2016	11:09:57 AM	79.5	22.0	
1659	11/16/2016	12:09:57 PM	75.6	23.2	
1660	11/16/2016	1:09:57 PM	68.9	24.1	
1661	11/16/2016	2:09:57 PM	64.4	25.1	
1662	11/16/2016	3:09:57 PM	56.0	27.1	
1663	11/16/2016	4:09:57 PM	52.9	27.6	
1664	11/16/2016	5:09:57 PM	58.5	26.8	
1665	11/16/2016	6:09:57 PM	53.7	28.3	
1666	11/16/2016	7:09:57 PM	57.4	26.4	
1667	11/16/2016	8:09:57 PM	58.3	25.6	
1668	11/16/2016	9:09:57 PM	65.1	24.8	
1669	11/16/2016	10:09:57 PM	65.4	24.1	
1670	11/16/2016	11:09:57 PM	67.5	23.1	
1671	11/17/2016	12:09:57 AM	67.3	22.8	
1672	11/17/2016	1:09:57 AM	70.3	22.3	
1673	11/17/2016	2:09:57 AM	71.4	21.8	
1674	11/17/2016	3:09:57 AM	72.2	21.3	
1675	11/17/2016	4:09:57 AM	72.7	20.9	
1676	11/17/2016	5:09:57 AM	73.4	20.5	
1677	11/17/2016	6:09:57 AM	74.8	20.8	
1678	11/17/2016	7:09:57 AM	70.6	22.6	
1679	11/17/2016	8:09:57 AM	65.2	24.3	
1680	11/17/2016	9:09:57 AM	55.0	26.7	
1681	11/17/2016	10:09:57 AM	47.4	28.8	
1682	11/17/2016	11:09:57 AM	44.7	29.9	
1683	11/17/2016	12:09:57 PM	43.2	30.9	
1684	11/17/2016	1:09:57 PM	31.6	33.2	
1685	11/17/2016	2:09:57 PM	32.7	34.6	
1686	11/17/2016	3:09:57 PM	32.6	34.3	
1687	11/17/2016	4:09:57 PM	32.4	35.4	
1688	11/17/2016	5:09:57 PM	28.5	37.1	
1689	11/17/2016	6:09:57 PM	23.9	37.3	
1690	11/17/2016	7:09:57 PM	32.6	34.3	
1691	11/17/2016	8:09:57 PM	33.8	32.7	
1692	11/17/2016	9:09:57 PM	36.2	31.3	
1693	11/17/2016	10:09:57 PM	38.9	30.4	
1694	11/17/2016	11:09:57 PM	42.8	29.4	
1695	11/18/2016	12:09:57 AM	45.5	28.3	
1696	11/18/2016	1:09:57 AM	44.6	27.7	
1697	11/18/2016	2:09:57 AM	45.1	27.2	
1698	11/18/2016	3:09:57 AM	45.4	27.1	
1699	11/18/2016	4:09:57 AM	44.6	26.5	
1700	11/18/2016	5:09:57 AM	47.5	25.7	
1701	11/18/2016	6:09:57 AM	59.1	25.8	
1702	11/18/2016	7:09:57 AM	57.8	25.3	
1703	11/18/2016	8:09:57 AM	57.3	25.2	
1704	11/18/2016	9:09:57 AM	58.4	24.7	
1705	11/18/2016	10:09:57 AM	58.3	24.8	
1706	11/18/2016	11:09:57 AM	59.2	24.9	
1707	11/18/2016	12:09:57 PM	52.3	25.9	
1708	11/18/2016	1:09:57 PM	49.4	26.3	
1709	11/18/2016	2:09:57 PM	49.5	25.9	
1710	11/18/2016	3:09:57 PM	51.9	24.9	
1711	11/18/2016	4:09:57 PM	54.2	23.8	
1712	11/18/2016	5:09:57 PM	55.8	23.2	
1713	11/18/2016	6:09:57 PM	57.8	22.6	
1714	11/18/2016	7:09:57 PM	61.8	21.7	
1715	11/18/2016	8:09:57 PM	63.5	21.5	
1716	11/18/2016	9:09:57 PM	69.2	20.3	
1717	11/18/2016	10:09:57 PM	64.8	20.4	
1718	11/18/2016	11:09:57 PM	61.4	20.7	
1719	11/19/2016	12:09:57 AM	58.7	20.6	
1720	11/19/2016	1:09:57 AM	59.5	20.5	
1721	11/19/2016	2:09:57 AM	61.0	20.4	
1722	11/19/2016	3:09:57 AM	63.6	20.3	
1723	11/19/2016	4:09:57 AM	64.7	20.3	
1724	11/19/2016	5:09:57 AM	70.5	19.9	
1725	11/19/2016	6:09:57 AM	70.6	20.0	
1726	11/19/2016	7:09:57 AM	69.9	20.6	
1727	11/19/2016	8:09:57 AM	69.3	20.7	
1728	11/19/2016	9:09:57 AM	64.2	21.4	
1729	11/19/2016	10:09:57 AM	61.8	21.7	
1730	11/19/2016	11:09:57 AM	59.8	21.9	
1731	11/19/2016	12:09:57 PM	58.7	22.3	
1732	11/19/2016	1:09:57 PM	59.4	22.8	
1733	11/19/2016	2:09:57 PM	56.8	23.6	
1734	11/19/2016	3:09:57 PM	55.2	24.0	
1735	11/19/2016	4:09:57 PM	55.1	23.9	
1736	11/19/2016	5:09:57 PM	54.9	23.8	
1737	11/19/2016	6:09:57 PM	55.0	23.9	
1738	11/19/2016	7:09:57 PM	55.7	23.5	
1739	11/19/2016	8:09:57 PM	60.2	22.9	
1740	11/19/2016	9:09:57 PM	61.3	22.5	
1741	11/19/2016	10:09:57 PM	62.2	22.3	
1742	11/19/2016	11:09:57 PM	62.5	22.2	
1743	11/20/2016	12:09:57 AM	69.9	21.2	
1744	11/20/2016	1:09:57 AM	80.3	19.3	
1745	11/20/2016	2:09:57 AM	75.9	20.3	
1746	11/20/2016	3:09:57 AM	77.6	19.8	
1747	11/20/2016	4:09:57 AM	80.5	19.2	
1748	11/20/2016	5:09:57 AM	81.0	19.4	
1749	11/20/2016	6:09:57 AM	77.7	20.1	
1750	11/20/2016	7:09:57 AM	77.3	20.6	
1751	11/20/2016	8:09:57 AM	74.0	21.7	
1752	11/20/2016	9:09:57 AM	70.8	22.6	
1753	11/20/2016	10:09:57 AM	69.8	23.8	
1754	11/20/2016	11:09:57 AM	67.9	24.5	
1755	11/20/2016	12:09:57 PM	64.5	25.8	
1756	11/20/2016	1:09:57 PM	61.3	26.1	
1757	11/20/2016	2:09:57 PM	57.4	27.7	
1758	11/20/2016	3:09:57 PM	53.0	29.1	
1759	11/20/2016	4:09:57 PM	52.0	29.4	
1760	11/20/2016	5:09:57 PM	51.9	28.2	
1761	11/20/2016	6:09:57 PM	52.3	28.3	
1762	11/20/2016	7:09:57 PM	53.9	27.6	
1763	11/20/2016	8:09:57 PM	57.3	27.2	
1764	11/20/2016	9:09:57 PM	56.1	26.4	
1765	11/20/2016	10:09:57 PM	56.4	26.1	
1766	11/20/2016	11:09:57 PM	58.3	25.7	
1767	11/21/2016	12:09:57 AM	61.2	25.3	
1768	11/21/2016	1:09:57 AM	61.5	24.6	
1769	11/21/2016	2:09:57 AM	61.9	24.5	
1770	11/21/2016	3:09:57 AM	63.9	24.1	
1771	11/21/2016	4:09:57 AM	66.5	23.4	
1772	11/21/2016	5:09:57 AM	68.2	23.3	
1773	11/21/2016	6:09:57 AM	69.8	23.1	
1774	11/21/2016	7:09:57 AM	69.5	23.4	
1775	11/21/2016	8:09:57 AM	65.2	24.4	
1776	11/21/2016	9:09:57 AM	63.1	25.4	
1777	11/21/2016	10:09:57 AM	59.9	26.9	
1778	11/21/2016	11:09:57 AM	54.9	28.3	
1779	11/21/2016	12:09:57 PM	51.5	29.2	
1780	11/21/2016	1:09:57 PM	48.8	30.5	
1781	11/21/2016	2:09:57 PM	44.9	31.4	
1782	11/21/2016	3:09:57 PM	40.6	31.9	
1783	11/21/2016	4:09:57 PM	40.6	32.7	
1784	11/21/2016	5:09:57 PM	40.6	33.1	
1785	11/21/2016	6:09:57 PM	44.1	31.5	
1786	11/21/2016	7:09:57 PM	44.0	30.8	
1787	11/21/2016	8:09:57 PM	45.9	30.4	
1788	11/21/2016	9:09:57 PM	48.7	29.6	
1789	11/21/2016	10:09:57 PM	51.0	28.9	
1790	11/21/2016	11:09:57 PM	52.9	28.5	
1791	11/22/2016	12:09:57 AM	56.3	27.7	
1792	11/22/2016	1:09:57 AM	59.4	27.1	
1793	11/22/2016	2:09:57 AM	60.7	26.4	
1794	11/22/2016	3:09:57 AM	62.5	25.7	
1795	11/22/2016	4:09:57 AM	63.9	25.1	
1796	11/22/2016	5:09:57 AM	64.3	25.1	
1797	11/22/2016	6:09:57 AM	68.1	24.5	
1798	11/22/2016	7:09:57 AM	62.6	25.9	
1799	11/22/2016	8:09:57 AM	52.5	28.1	
1800	11/22/2016	9:09:57 AM	48.2	29.9	
1801	11/22/2016	10:09:57 AM	43.8	31.3	
1802	11/22/2016	11:09:57 AM	38.5	32.8	
1803	11/22/2016	12:09:57 PM	36.4	33.9	
1804	11/22/2016	1:09:57 PM	34.4	35.2	
1805	11/22/2016	2:09:57 PM	31.1	35.8	
1806	11/22/2016	3:09:57 PM	28.4	36.8	
1807	11/22/2016	4:09:57 PM	29.4	36.3	
1808	11/22/2016	5:09:57 PM	28.9	35.8	
1809	11/22/2016	6:09:57 PM	29.9	35.4	
1810	11/22/2016	7:09:57 PM	48.7	32.0	
1811	11/22/2016	8:09:57 PM	51.8	31.1	
1812	11/22/2016	9:09:57 PM	54.7	29.5	
1813	11/22/2016	10:09:57 PM	54.9	29.3	
1814	11/22/2016	11:09:57 PM	60.4	28.1	
1815	11/23/2016	12:09:57 AM	59.8	27.3	
1816	11/23/2016	1:09:57 AM	62.3	26.6	
1817	11/23/2016	2:09:57 AM	64.2	25.8	
1818	11/23/2016	3:09:57 AM	64.9	25.6	
1819	11/23/2016	4:09:57 AM	65.1	25.4	
1820	11/23/2016	5:09:57 AM	64.8	25.4	
1821	11/23/2016	6:09:57 AM	65.6	25.2	
1822	11/23/2016	7:09:57 AM	66.6	25.5	
1823	11/23/2016	8:09:57 AM	65.2	26.0	
1824	11/23/2016	9:09:57 AM	60.3	27.1	
1825	11/23/2016	10:09:57 AM	52.6	28.9	
1826	11/23/2016	11:09:57 AM	49.7	29.8	
1827	11/23/2016	12:09:57 PM	45.5	31.2	
1828	11/23/2016	1:09:57 PM	43.3	32.1	
1829	11/23/2016	2:09:57 PM	39.0	33.1	
1830	11/23/2016	3:09:57 PM	39.9	33.4	
1831	11/23/2016	4:09:57 PM	37.1	33.2	
1832	11/23/2016	5:09:57 PM	34.4	34.3	
1833	11/23/2016	6:09:57 PM	36.2	33.1	
1834	11/23/2016	7:09:57 PM	38.4	31.9	
1835	11/23/2016	8:09:57 PM	42.0	31.4	
1836	11/23/2016	9:09:57 PM	42.1	30.9	
1837	11/23/2016	10:09:57 PM	42.7	30.4	
1838	11/23/2016	11:09:57 PM	44.5	29.9	
1839	11/24/2016	12:09:57 AM	45.8	29.1	
1840	11/24/2016	1:09:57 AM	48.1	28.6	
1841	11/24/2016	2:09:57 AM	54.9	27.8	
1842	11/24/2016	3:09:57 AM	57.4	27.3	
1843	11/24/2016	4:09:57 AM	58.3	26.9	
1844	11/24/2016	5:09:57 AM	59.4	26.4	
1845	11/24/2016	6:09:57 AM	61.5	26.5	
1846	11/24/2016	7:09:57 AM	61.1	26.4	
1847	11/24/2016	8:09:57 AM	57.6	27.3	
1848	11/24/2016	9:09:57 AM	52.3	28.1	
1849	11/24/2016	10:09:57 AM	46.9	29.9	
1850	11/24/2016	11:09:57 AM	43.1	31.2	
1851	11/24/2016	12:09:57 PM	35.5	32.7	
1852	11/24/2016	1:09:57 PM	33.7	33.9	
1853	11/24/2016	2:09:57 PM	30.1	34.8	
1854	11/24/2016	3:09:57 PM	27.5	35.4	
1855	11/24/2016	4:09:57 PM	25.7	36.9	
1856	11/24/2016	5:09:57 PM	27.7	37.3	
1857	11/24/2016	6:09:57 PM	36.6	31.6	
1858	11/24/2016	7:09:57 PM	45.4	28.9	
1859	11/24/2016	8:09:57 PM	43.8	28.8	
1860	11/24/2016	9:09:57 PM	49.4	27.9	
1861	11/24/2016	10:09:57 PM	48.7	27.7	
1862	11/24/2016	11:09:57 PM	47.7	28.1	
1863	11/25/2016	12:09:57 AM	50.0	27.4	
1864	11/25/2016	1:09:57 AM	50.6	27.3	
1865	11/25/2016	2:09:57 AM	49.9	27.5	
1866	11/25/2016	3:09:57 AM	49.7	27.3	
1867	11/25/2016	4:09:57 AM	50.6	26.9	
1868	11/25/2016	5:09:57 AM	51.3	27.1	
1869	11/25/2016	6:09:57 AM	50.2	27.2	
1870	11/25/2016	7:09:57 AM	52.8	26.9	
1871	11/25/2016	8:09:57 AM	57.1	27.1	
1872	11/25/2016	9:09:57 AM	56.5	27.8	
1873	11/25/2016	10:09:57 AM	53.1	28.3	
1874	11/25/2016	11:09:57 AM	53.9	28.0	
1875	11/25/2016	12:09:57 PM	53.0	28.3	
1876	11/25/2016	1:09:57 PM	51.7	28.6	
1877	11/25/2016	2:09:57 PM	51.6	28.2	
1878	11/25/2016	3:09:57 PM	51.2	28.2	
1879	11/25/2016	4:09:57 PM	51.6	28.0	
1880	11/25/2016	5:09:57 PM	53.0	27.4	
1881	11/25/2016	6:09:57 PM	54.6	27.1	
1882	11/25/2016	7:09:57 PM	56.6	26.5	
1883	11/25/2016	8:09:57 PM	59.5	25.8	
1884	11/25/2016	9:09:57 PM	61.3	25.4	
1885	11/25/2016	10:09:57 PM	63.1	25.2	
1886	11/25/2016	11:09:57 PM	64.5	24.6	
1887	11/26/2016	12:09:57 AM	65.3	24.4	
1888	11/26/2016	1:09:57 AM	69.6	23.9	
1889	11/26/2016	2:09:57 AM	73.0	23.1	
1890	11/26/2016	3:09:57 AM	75.5	22.4	
1891	11/26/2016	4:09:57 AM	75.1	22.6	
1892	11/26/2016	5:09:57 AM	73.8	22.8	
1893	11/26/2016	6:09:57 AM	76.5	22.2	
1894	11/26/2016	7:09:57 AM	77.0	22.1	
1895	11/26/2016	8:09:57 AM	76.8	22.2	
1896	11/26/2016	9:09:57 AM	76.6	22.4	
1897	11/26/2016	10:09:57 AM	76.4	23.6	
1898	11/26/2016	11:09:57 AM	78.3	23.2	
1899	11/26/2016	12:09:57 PM	78.1	23.6	
1900	11/26/2016	1:09:57 PM	74.2	23.7	
1901	11/26/2016	2:09:57 PM	73.1	24.0	
1902	11/26/2016	3:09:57 PM	71.4	24.3	
1903	11/26/2016	4:09:57 PM	70.3	24.5	
1904	11/26/2016	5:09:57 PM	71.9	24.2	
1905	11/26/2016	6:09:57 PM	72.8	23.4	
1906	11/26/2016	7:09:57 PM	75.0	23.5	
1907	11/26/2016	8:09:57 PM	77.5	23.0	
1908	11/26/2016	9:09:57 PM	76.9	22.6	
1909	11/26/2016	10:09:57 PM	77.6	22.1	
1910	11/26/2016	11:09:57 PM	76.6	22.1	
1911	11/27/2016	12:09:57 AM	76.5	21.8	
1912	11/27/2016	1:09:57 AM	76.5	21.6	
1913	11/27/2016	2:09:57 AM	75.7	21.2	
1914	11/27/2016	3:09:57 AM	75.7	21.2	
1915	11/27/2016	4:09:57 AM	75.8	21.0	
1916	11/27/2016	5:09:57 AM	76.3	20.8	
1917	11/27/2016	6:09:57 AM	76.3	20.9	
1918	11/27/2016	7:09:57 AM	78.2	20.9	
1919	11/27/2016	8:09:57 AM	73.4	21.7	
1920	11/27/2016	9:09:57 AM	68.5	22.8	
1921	11/27/2016	10:09:57 AM	67.5	23.4	
1922	11/27/2016	11:09:57 AM	65.1	24.5	
1923	11/27/2016	12:09:57 PM	60.6	25.4	
1924	11/27/2016	1:09:57 PM	56.9	25.8	
1925	11/27/2016	2:09:57 PM	57.8	26.0	
1926	11/27/2016	3:09:57 PM	57.8	26.0	
1927	11/27/2016	4:09:57 PM	56.4	26.6	
1928	11/27/2016	5:09:57 PM	55.7	26.2	
1929	11/27/2016	6:09:57 PM	52.3	26.8	
1930	11/27/2016	7:09:57 PM	57.3	25.6	
1931	11/27/2016	8:09:57 PM	62.4	24.9	
1932	11/27/2016	9:09:57 PM	64.7	24.3	
1933	11/27/2016	10:09:57 PM	65.9	23.8	
1934	11/27/2016	11:09:57 PM	69.3	23.2	
1935	11/28/2016	12:09:57 AM	69.8	23.1	
1936	11/28/2016	1:09:57 AM	71.2	22.3	
1937	11/28/2016	2:09:57 AM	71.5	21.9	
1938	11/28/2016	3:09:57 AM	72.2	21.4	
1939	11/28/2016	4:09:57 AM	71.2	21.2	
1940	11/28/2016	5:09:57 AM	73.1	20.6	
1941	11/28/2016	6:09:57 AM	78.8	20.2	
1942	11/28/2016	7:09:57 AM	74.2	21.4	
1943	11/28/2016	8:09:57 AM	67.8	23.1	
1944	11/28/2016	9:09:57 AM	65.3	24.3	
1945	11/28/2016	10:09:57 AM	61.0	25.6	
1946	11/28/2016	11:09:57 AM	52.7	26.8	
1947	11/28/2016	12:09:57 PM	48.8	28.2	
1948	11/28/2016	1:09:57 PM	46.3	28.8	
1949	11/28/2016	2:09:57 PM	40.9	30.2	
1950	11/28/2016	3:09:57 PM	40.8	30.6	
1951	11/28/2016	4:09:57 PM	38.5	31.4	
1952	11/28/2016	5:09:57 PM	33.6	34.3	
1953	11/28/2016	6:09:57 PM	32.3	33.7	
1954	11/28/2016	7:09:57 PM	36.4	30.9	
1955	11/28/2016	8:09:57 PM	44.8	29.9	
1956	11/28/2016	9:09:57 PM	45.6	28.9	
1957	11/28/2016	10:09:57 PM	47.4	28.0	
1958	11/28/2016	11:09:57 PM	50.4	27.3	
1959	11/29/2016	12:09:57 AM	50.7	26.7	
1960	11/29/2016	1:09:57 AM	53.8	26.5	
1961	11/29/2016	2:09:57 AM	54.6	25.9	
1962	11/29/2016	3:09:57 AM	59.3	25.1	
1963	11/29/2016	4:09:57 AM	61.4	24.4	
1964	11/29/2016	5:09:57 AM	63.0	23.9	
1965	11/29/2016	6:09:57 AM	61.6	23.7	
1966	11/29/2016	7:09:57 AM	58.0	25.5	
1967	11/29/2016	8:09:57 AM	54.7	26.6	
1968	11/29/2016	9:09:57 AM	48.8	28.1	
1969	11/29/2016	10:09:57 AM	46.6	29.6	
1970	11/29/2016	11:09:57 AM	42.0	31.3	
1971	11/29/2016	12:09:57 PM	38.7	32.8	
1972	11/29/2016	1:09:57 PM	37.5	33.7	
1973	11/29/2016	2:09:57 PM	34.1	35.2	
1974	11/29/2016	3:09:57 PM	31.4	36.1	
1975	11/29/2016	4:09:57 PM	28.3	37.6	
1976	11/29/2016	5:09:57 PM	26.8	37.6	
1977	11/29/2016	6:09:57 PM	27.3	37.7	
1978	11/29/2016	7:09:57 PM	30.3	34.8	
1979	11/29/2016	8:09:57 PM	34.8	33.7	
1980	11/29/2016	9:09:57 PM	34.9	32.4	
1981	11/29/2016	10:09:57 PM	35.2	31.9	
1982	11/29/2016	11:09:57 PM	47.8	30.6	
1983	11/30/2016	12:09:57 AM	54.2	29.3	
1984	11/30/2016	1:09:57 AM	56.9	28.7	
1985	11/30/2016	2:09:57 AM	59.1	27.5	
1986	11/30/2016	3:09:57 AM	60.2	26.8	
1987	11/30/2016	4:09:57 AM	62.6	26.3	
1988	11/30/2016	5:09:57 AM	64.0	26.1	
1989	11/30/2016	6:09:57 AM	64.8	26.0	
1990	11/30/2016	7:09:57 AM	64.4	26.4	
1991	11/30/2016	8:09:57 AM	63.9	27.3	
1992	11/30/2016	9:09:57 AM	61.4	28.4	
1993	11/30/2016	10:09:57 AM	56.1	29.4	
1994	11/30/2016	11:09:57 AM	51.9	30.6	
1995	11/30/2016	12:09:57 PM	48.9	32.0	
1996	11/30/2016	1:09:57 PM	45.4	33.4	
1997	11/30/2016	2:09:57 PM	41.7	34.8	
1998	11/30/2016	3:09:57 PM	39.8	35.4	
1999	11/30/2016	4:09:57 PM	38.7	35.8	
2000	11/30/2016	5:09:57 PM	33.4	37.6	
2001	11/30/2016	6:09:57 PM	32.9	38.3	
2002	11/30/2016	7:09:57 PM	36.4	35.3	
2003	11/30/2016	8:09:57 PM	38.7	34.3	
2004	11/30/2016	9:09:57 PM	40.1	32.9	
2005	11/30/2016	10:09:57 PM	39.9	32.0	
2006	11/30/2016	11:09:57 PM	41.3	31.6	
2007	12/1/2016	12:09:57 AM	42.9	31.2	
2008	12/1/2016	1:09:57 AM	42.2	30.5	
2009	12/1/2016	2:09:57 AM	57.6	26.2	
2010	12/1/2016	3:09:57 AM	60.6	25.8	
2011	12/1/2016	4:09:57 AM	63.2	24.8	
2012	12/1/2016	5:09:57 AM	59.3	25.4	
2013	12/1/2016	6:09:57 AM	61.1	24.7	
2014	12/1/2016	7:09:57 AM	60.3	24.7	
2015	12/1/2016	8:09:57 AM	54.3	26.2	
2016	12/1/2016	9:09:57 AM	46.2	29.9	
2017	12/1/2016	10:09:57 AM	43.4	31.4	
2018	12/1/2016	11:09:57 AM	38.7	32.8	
2019	12/1/2016	12:09:57 PM	35.2	34.2	
2020	12/1/2016	1:09:57 PM	34.9	35.1	
2021	12/1/2016	2:09:57 PM	32.2	36.6	
2022	12/1/2016	3:09:57 PM	29.4	37.6	
2023	12/1/2016	4:09:57 PM	29.8	38.3	
